Supermarket,Product_ID,Price
AEON,P000000237,14.9
WELLCOME,P000000803,50
PARKNSHOP,P000000803,49.9
JASONS,P000000803,50
AEON,P000000803,49.9
WELLCOME,P000003876,28
JASONS,P000003876,28
WELLCOME,P000003877,12
JASONS,P000003877,12
WELLCOME,P000003875,24.6
JASONS,P000003875,28
WELLCOME,P000003878,28
JASONS,P000003878,28
WELLCOME,P000004299,37.8
JASONS,P000004299,29.5
WELLCOME,P000004301,33
JASONS,P000004301,28.5
WELLCOME,P000000755,50
PARKNSHOP,P000000755,49.9
JASONS,P000000755,50
PARKNSHOP,P000002501,21
WELLCOME,P000002500,38
PARKNSHOP,P000002500,44
JASONS,P000002500,44
AEON,P000002500,44
PARKNSHOP,P000003729,26
WELLCOME,P000001608,29
PARKNSHOP,P000001608,25
JASONS,P000001608,29
WELLCOME,P000003129,49
PARKNSHOP,P000003129,49
JASONS,P000003129,49
WELLCOME,P000000638,38
PARKNSHOP,P000000638,38
JASONS,P000000638,38
WELLCOME,P000003728,99
PARKNSHOP,P000003728,99
JASONS,P000003728,99
WELLCOME,P000002227,21
PARKNSHOP,P000002227,17.9
JASONS,P000002227,21
WELLCOME,P000002282,33
PARKNSHOP,P000002282,32.9
JASONS,P000002282,33
AEON,P000002282,32.9
WELLCOME,P000003505,33
PARKNSHOP,P000003505,32.9
JASONS,P000003505,33
WELLCOME,P000000858,27.9
PARKNSHOP,P000000858,35.5
JASONS,P000000858,29
AEON,P000000858,29.9
WELLCOME,P000002707,28.5
PARKNSHOP,P000002707,25.4
JASONS,P000002707,25.2
AEON,P000002707,28.5
WELLCOME,P000002708,22
PARKNSHOP,P000002708,28.5
JASONS,P000002708,28.5
WELLCOME,P000000166,88.4
PARKNSHOP,P000000166,114.9
JASONS,P000000166,130
WELLCOME,P000000857,49.5
PARKNSHOP,P000000857,59.9
JASONS,P000000857,49.5
AEON,P000000857,56.9
WELLCOME,P000003506,24.9
PARKNSHOP,P000003506,24
JASONS,P000003506,22.2
WELLCOME,P000001604,21.7
PARKNSHOP,P000001604,34.7
JASONS,P000001604,24.9
WELLCOME,P000003323,19.4
PARKNSHOP,P000003323,31
JASONS,P000003323,24.9
WELLCOME,P000002941,32
PARKNSHOP,P000002941,31.9
JASONS,P000002941,32
PARKNSHOP,P000003557,29.7
JASONS,P000003557,47
AEON,P000003557,23.9
WELLCOME,P000000694,17.7
PARKNSHOP,P000000694,18.9
JASONS,P000000694,20
AEON,P000000694,15
WELLCOME,P000000117,29
PARKNSHOP,P000000117,28.9
JASONS,P000000117,29
AEON,P000000117,28.9
WELLCOME,P000000960,35.8
PARKNSHOP,P000000960,34.1
JASONS,P000000960,46
AEON,P000000960,45.9
PARKNSHOP,P000000696,28.9
PARKNSHOP,P000002942,20.9
AEON,P000002942,20.9
WELLCOME,P000002450,23.2
PARKNSHOP,P000002450,32
JASONS,P000002450,28
WELLCOME,P000002276,31.8
PARKNSHOP,P000002276,35.5
JASONS,P000002276,32.1
AEON,P000002276,27.9
WELLCOME,P000002955,9
PARKNSHOP,P000002955,10.1
JASONS,P000002955,7.7
WELLCOME,P000000074,32
PARKNSHOP,P000000074,18
JASONS,P000000074,32
WELLCOME,P000000428,32
PARKNSHOP,P000000428,18
JASONS,P000000428,32
WELLCOME,P000003016,50
JASONS,P000003016,50
WELLCOME,P000003020,50
JASONS,P000003020,50
WELLCOME,P000003924,5.5
JASONS,P000003924,5.5
PARKNSHOP,P000000451,9.9
WELLCOME,P000000248,58.3
PARKNSHOP,P000000248,48.9
JASONS,P000000248,54
WELLCOME,P000003238,7.5
PARKNSHOP,P000003238,9.5
JASONS,P000003238,9.5
WATSONS,P000003238,12.5
AEON,P000003238,12.3
WELLCOME,P000003320,22
PARKNSHOP,P000003320,28.9
JASONS,P000003320,19.4
AEON,P000003320,19.9
WELLCOME,P000004209,20.4
JASONS,P000004209,24
WELLCOME,P000004303,20
JASONS,P000004303,20
WELLCOME,P000001155,9
PARKNSHOP,P000001155,9
JASONS,P000001155,9
AEON,P000001155,11.9
WELLCOME,P000001124,16
PARKNSHOP,P000001124,16
JASONS,P000001124,16
WELLCOME,P000000623,18
PARKNSHOP,P000000623,19
JASONS,P000000623,18
WELLCOME,P000000322,32
PARKNSHOP,P000000322,31.9
JASONS,P000000322,32
AEON,P000003448,9.9
WELLCOME,P000000316,35
PARKNSHOP,P000000316,22
JASONS,P000000316,35
WELLCOME,P000000427,12.7
PARKNSHOP,P000000427,15.5
JASONS,P000000427,15.5
WELLCOME,P000000625,42
PARKNSHOP,P000000625,44.5
JASONS,P000000625,57.3
WELLCOME,P000000128,14.9
PARKNSHOP,P000000128,18
JASONS,P000000128,18
WELLCOME,P000000681,16
PARKNSHOP,P000000681,18
JASONS,P000000681,18
WELLCOME,P000000624,72
PARKNSHOP,P000000624,73
JASONS,P000000624,72
AEON,P000002829,32.5
WELLCOME,P000000250,30.6
PARKNSHOP,P000000250,33.5
JASONS,P000000250,37.5
WELLCOME,P000000008,8.5
JASONS,P000000008,8.5
AEON,P000000008,8.5
WELLCOME,P000001144,6.9
JASONS,P000001144,8.5
AEON,P000001144,6.9
WELLCOME,P000000934,9
PARKNSHOP,P000000934,8.9
JASONS,P000000934,9
WELLCOME,P000001913,9
PARKNSHOP,P000001913,8.9
JASONS,P000001913,9
WELLCOME,P000000685,7.9
PARKNSHOP,P000000685,8.9
JASONS,P000000685,9
WELLCOME,P000000450,9
PARKNSHOP,P000000450,8.9
JASONS,P000000450,9
AEON,P000000450,7.9
WELLCOME,P000000933,9
PARKNSHOP,P000000933,8.9
JASONS,P000000933,9
DCHFOOD,P000000933,9
WELLCOME,P000003863,4.9
JASONS,P000003863,5.5
WELLCOME,P000003864,5.5
JASONS,P000003864,5.5
WELLCOME,P000004294,5.5
JASONS,P000004294,5.5
WELLCOME,P000004293,5.5
JASONS,P000004293,4.5
WELLCOME,P000000524,16
PARKNSHOP,P000000524,18
JASONS,P000000524,18
PARKNSHOP,P000002940,6.6
AEON,P000002940,9.5
WELLCOME,P000000357,9
JASONS,P000000357,9
WELLCOME,P000003865,5.2
JASONS,P000003865,6.5
WELLCOME,P000004292,13
JASONS,P000004292,9.8
WELLCOME,P000004291,10.3
JASONS,P000004291,13
WELLCOME,P000004295,5.5
JASONS,P000004295,6.5
WELLCOME,P000001145,19
PARKNSHOP,P000001145,17
JASONS,P000001145,14.9
WELLCOME,P000002226,9
PARKNSHOP,P000002226,8.6
JASONS,P000002226,9
AEON,P000002226,8.9
WELLCOME,P000000420,15.1
PARKNSHOP,P000000420,20.6
JASONS,P000000420,13.5
WELLCOME,P000000343,11.1
PARKNSHOP,P000000343,15.3
JASONS,P000000343,13.5
WELLCOME,P000003867,6.5
JASONS,P000003867,5.3
WELLCOME,P000000684,13
PARKNSHOP,P000000684,12.8
JASONS,P000000684,16
WELLCOME,P000000521,7.6
PARKNSHOP,P000000521,11
JASONS,P000000521,7
AEON,P000000521,8.9
WELLCOME,P000000452,17
PARKNSHOP,P000000452,9.8
JASONS,P000000452,13.7
WELLCOME,P000001917,16
PARKNSHOP,P000001917,15.9
JASONS,P000001917,16
AEON,P000001917,15.9
WELLCOME,P000000149,9
PARKNSHOP,P000000149,8.6
JASONS,P000000149,9
AEON,P000000149,8.9
AEON,P000000635,8.9
PARKNSHOP,P000000162,17
WELLCOME,P000000683,12.8
PARKNSHOP,P000000683,17
JASONS,P000000683,17
WELLCOME,P000000252,17
PARKNSHOP,P000000252,17
JASONS,P000000252,17
WELLCOME,P000000352,9.5
PARKNSHOP,P000000352,9.5
JASONS,P000000352,9.5
AEON,P000000352,10.9
WELLCOME,P000001086,17
PARKNSHOP,P000001086,15
JASONS,P000001086,17
WELLCOME,P000000125,14.7
PARKNSHOP,P000000125,18
JASONS,P000000125,18
AEON,P000000125,18.9
WELLCOME,P000002617,61
PARKNSHOP,P000002617,74
JASONS,P000002617,68.9
WELLCOME,P000004286,3.7
JASONS,P000004286,3.5
WELLCOME,P000003884,5.5
JASONS,P000003884,5.9
WELLCOME,P000003885,19
JASONS,P000003885,19
WELLCOME,P000003690,3.5
JASONS,P000003690,3.5
WELLCOME,P000000868,4
JASONS,P000000868,4
AEON,P000000868,3.1
WELLCOME,P000000875,4.5
JASONS,P000000875,4.5
AEON,P000000875,5
WELLCOME,P000000775,7
JASONS,P000000775,7
AEON,P000000775,6.9
WELLCOME,P000000781,5
PARKNSHOP,P000000781,5.7
JASONS,P000000781,5
AEON,P000000781,5
WELLCOME,P000000061,6
PARKNSHOP,P000000061,6.5
JASONS,P000000061,6.6
WATSONS,P000000061,6.9
PARKNSHOP,P000002496,10
WELLCOME,P000000494,9.5
PARKNSHOP,P000000494,9.5
JASONS,P000000494,7.2
AEON,P000000494,11.4
PARKNSHOP,P000002504,21.9
WATSONS,P000002504,22.9
WELLCOME,P000000495,23
PARKNSHOP,P000000495,22.9
JASONS,P000000495,23
WATSONS,P000000495,23.9
AEON,P000000495,22.9
PARKNSHOP,P000002502,21.9
WATSONS,P000002502,22.9
PARKNSHOP,P000002490,6.5
WATSONS,P000002490,6.9
WELLCOME,P000002503,23
PARKNSHOP,P000002503,22.9
JASONS,P000002503,23
WATSONS,P000002503,23.9
WELLCOME,P000000883,6
JASONS,P000000883,6
AEON,P000000883,7.5
WELLCOME,P000000174,8
JASONS,P000000174,8
AEON,P000000174,6.5
AEON,P000000774,11.9
WELLCOME,P000000693,7
PARKNSHOP,P000000693,7
JASONS,P000000693,7
AEON,P000000693,6.5
WELLCOME,P000001083,24.6
JASONS,P000001083,29
AEON,P000001083,25
PARKNSHOP,P000001081,4.2
AEON,P000001081,3.1
PARKNSHOP,P000000089,4.5
AEON,P000000089,4.5
PARKNSHOP,P000001080,19.9
AEON,P000001080,19.9
PARKNSHOP,P000002209,8.4
AEON,P000002209,8.5
PARKNSHOP,P000000817,12.3
AEON,P000000817,10.5
WELLCOME,P000002239,24.6
PARKNSHOP,P000002239,18.8
JASONS,P000002239,23
AEON,P000002239,21
WELLCOME,P000002240,15
PARKNSHOP,P000002240,13.5
JASONS,P000002240,15
AEON,P000002240,14.9
WELLCOME,P000002207,5.5
PARKNSHOP,P000002207,5.6
JASONS,P000002207,5.5
WELLCOME,P000004069,57
JASONS,P000004069,57
WELLCOME,P000003887,8.5
JASONS,P000003887,8.5
WELLCOME,P000004302,63.7
JASONS,P000004302,60
WELLCOME,P000003886,9.5
JASONS,P000003886,9.5
WELLCOME,P000000084,21.6
PARKNSHOP,P000000084,20.9
JASONS,P000000084,20
WELLCOME,P000000779,23.5
JASONS,P000000779,23.5
WELLCOME,P000002552,15
PARKNSHOP,P000002552,19
JASONS,P000002552,15
PARKNSHOP,P000001918,8.5
AEON,P000001918,8.5
WELLCOME,P000000334,16
PARKNSHOP,P000000334,16
JASONS,P000000334,16
AEON,P000000334,17.9
WELLCOME,P000002505,75
PARKNSHOP,P000002505,89
JASONS,P000002505,60
WELLCOME,P000001365,16
PARKNSHOP,P000001365,16
JASONS,P000001365,18.2
AEON,P000001365,16
WELLCOME,P000001345,10
PARKNSHOP,P000001345,9.5
JASONS,P000001345,10
AEON,P000001345,9.5
WELLCOME,P000003322,10
PARKNSHOP,P000003322,9.5
JASONS,P000003322,8.1
WELLCOME,P000000319,11
PARKNSHOP,P000000319,9.9
JASONS,P000000319,11
WELLCOME,P000000692,7.5
PARKNSHOP,P000000692,7.5
JASONS,P000000692,7.5
WELLCOME,P000000691,34.3
PARKNSHOP,P000000691,40.9
JASONS,P000000691,41.5
PARKNSHOP,P000000060,35.9
WELLCOME,P000000859,55
PARKNSHOP,P000000859,54.9
JASONS,P000000859,55
AEON,P000000859,55.5
WELLCOME,P000000327,10
PARKNSHOP,P000000327,11.4
JASONS,P000000327,10
WATSONS,P000000327,9.2
AEON,P000000327,10.9
WELLCOME,P000000876,17.4
PARKNSHOP,P000000876,20.9
JASONS,P000000876,21
AEON,P000000876,20.9
DCHFOOD,P000000876,17
WELLCOME,P000000021,13
JASONS,P000000021,13
AEON,P000000021,13.5
WELLCOME,P000001919,9
PARKNSHOP,P000001919,8.5
JASONS,P000001919,9
AEON,P000001919,7.9
WELLCOME,P000000349,12
PARKNSHOP,P000000349,12.7
JASONS,P000000349,15
WELLCOME,P000003446,13
PARKNSHOP,P000003446,17
JASONS,P000003446,13
WELLCOME,P000003447,13
PARKNSHOP,P000003447,17
JASONS,P000003447,13
WELLCOME,P000002162,16
PARKNSHOP,P000002162,13.2
JASONS,P000002162,16
AEON,P000002162,15.9
WELLCOME,P000002163,16
PARKNSHOP,P000002163,15.9
JASONS,P000002163,16
AEON,P000002163,17.3
WELLCOME,P000003450,11.3
PARKNSHOP,P000003450,13.9
JASONS,P000003450,14
AEON,P000003450,11.5
WELLCOME,P000003221,40
PARKNSHOP,P000003221,33.9
JASONS,P000003221,32.8
WELLCOME,P000003240,41.9
PARKNSHOP,P000003240,41.9
JASONS,P000003240,41.9
AEON,P000003240,35.9
WELLCOME,P000001479,53
PARKNSHOP,P000001479,53
JASONS,P000001479,40.3
AEON,P000001479,53
WELLCOME,P000000982,13.9
PARKNSHOP,P000000982,12.5
JASONS,P000000982,13
AEON,P000000982,14
WELLCOME,P000001250,11.2
PARKNSHOP,P000001250,12.5
JASONS,P000001250,13
AEON,P000001250,8.8
WATSONS,P000001719,345
MANNINGS,P000001719,345
WATSONS,P000001720,345
WELLCOME,P000004849,325
PARKNSHOP,P000004849,368.6
JASONS,P000004849,325
WATSONS,P000004849,325
MANNINGS,P000004849,262.5
WELLCOME,P000004850,305
PARKNSHOP,P000004850,305
JASONS,P000004850,305
WATSONS,P000004850,305
MANNINGS,P000004850,320.8
WELLCOME,P000004851,222.3
PARKNSHOP,P000004851,207.5
JASONS,P000004851,275
WATSONS,P000004851,275
MANNINGS,P000004851,275
WELLCOME,P000004852,219
PARKNSHOP,P000004852,219
JASONS,P000004852,219
WATSONS,P000004852,219
MANNINGS,P000004852,246.2
WATSONS,P000003413,250
WATSONS,P000003415,270
PARKNSHOP,P000001457,276
WATSONS,P000001457,276
MANNINGS,P000001457,276
PARKNSHOP,P000001458,288
WATSONS,P000001458,253.3
MANNINGS,P000001458,298
PARKNSHOP,P000001459,268
WATSONS,P000001459,278
MANNINGS,P000001459,231.4
PARKNSHOP,P000001460,228
WATSONS,P000001460,238
MANNINGS,P000001460,238
PARKNSHOP,P000002324,401.9
WATSONS,P000002324,358
MANNINGS,P000002324,376
PARKNSHOP,P000002325,230.9
WATSONS,P000002325,337.7
MANNINGS,P000002325,315
PARKNSHOP,P000001782,326
WATSONS,P000001782,326
MANNINGS,P000001782,326
WELLCOME,P000001783,320
PARKNSHOP,P000001783,320
JASONS,P000001783,286.4
WATSONS,P000001783,305
MANNINGS,P000001783,320
WELLCOME,P000001784,289
PARKNSHOP,P000001784,289
JASONS,P000001784,289
WATSONS,P000001784,275
MANNINGS,P000001784,289
WELLCOME,P000001785,240
PARKNSHOP,P000001785,240
JASONS,P000001785,240
WATSONS,P000001785,228
MANNINGS,P000001785,240
JASONS,P000003216,549
WATSONS,P000003216,508
MANNINGS,P000003216,445.1
WATSONS,P000003217,472
MANNINGS,P000003217,498
WATSONS,P000003218,428
MANNINGS,P000003218,448
WATSONS,P000003219,368
MANNINGS,P000003219,388
WELLCOME,P000002517,383
PARKNSHOP,P000002517,383
JASONS,P000002517,383
WATSONS,P000002517,383
MANNINGS,P000002517,383
WELLCOME,P000002639,383
PARKNSHOP,P000002639,385
JASONS,P000002639,383
WATSONS,P000002639,383
MANNINGS,P000002639,383
WELLCOME,P000003112,373
PARKNSHOP,P000003112,396.2
JASONS,P000003112,373
WATSONS,P000003112,373
MANNINGS,P000003112,373
WELLCOME,P000003113,348
PARKNSHOP,P000003113,350
JASONS,P000003113,348
WATSONS,P000003113,292
MANNINGS,P000003113,348
WATSONS,P000002428,462
MANNINGS,P000002428,450
PARKNSHOP,P000002728,428
WATSONS,P000002728,433
MANNINGS,P000002728,340.7
WATSONS,P000002729,382
MANNINGS,P000002729,382
WELLCOME,P000003355,285
PARKNSHOP,P000003355,305
JASONS,P000003355,285
WATSONS,P000003355,305
MANNINGS,P000003355,305
WELLCOME,P000003356,305
PARKNSHOP,P000003356,305
JASONS,P000003356,234.1
WATSONS,P000003356,246.5
MANNINGS,P000003356,305
WELLCOME,P000003357,275
PARKNSHOP,P000003357,229.3
JASONS,P000003357,275
WATSONS,P000003357,275
MANNINGS,P000003357,275
WELLCOME,P000003358,253
PARKNSHOP,P000003358,189.7
JASONS,P000003358,253
WATSONS,P000003358,253
MANNINGS,P000003358,253
PARKNSHOP,P000003359,215
WATSONS,P000003359,216
MANNINGS,P000003359,216
WATSONS,P000001001,156
MANNINGS,P000001001,165.3
WELLCOME,P000004882,308
WATSONS,P000004882,243.4
MANNINGS,P000004882,308
WELLCOME,P000004883,295
PARKNSHOP,P000004883,295
WATSONS,P000004883,295
MANNINGS,P000004883,295
WELLCOME,P000004884,299.3
PARKNSHOP,P000004884,270
WATSONS,P000004884,270
MANNINGS,P000004884,240.1
WELLCOME,P000004885,220
PARKNSHOP,P000004885,220
JASONS,P000004885,220
WATSONS,P000004885,220
MANNINGS,P000004885,220
PARKNSHOP,P000002674,336.4
MANNINGS,P000002674,413.1
PARKNSHOP,P000002675,376
MANNINGS,P000002675,376.2
PARKNSHOP,P000002676,358
MANNINGS,P000002676,358
PARKNSHOP,P000002677,304.9
MANNINGS,P000002677,271
WATSONS,P000000471,252
MANNINGS,P000000471,270
WATSONS,P000000472,238
MANNINGS,P000000472,238.9
PARKNSHOP,P000001526,227.5
WATSONS,P000001526,226
MANNINGS,P000001526,227.5
PARKNSHOP,P000001510,184
WATSONS,P000001510,182
MANNINGS,P000001510,184
WATSONS,P000001888,538
MANNINGS,P000001888,538
WATSONS,P000001793,449
MANNINGS,P000001793,469
WATSONS,P000001794,409
MANNINGS,P000001794,429
WATSONS,P000002008,385
MANNINGS,P000002008,405
WELLCOME,P000002951,589
JASONS,P000002951,589
WATSONS,P000002951,589
MANNINGS,P000002951,452
WELLCOME,P000002946,437.6
JASONS,P000002946,470.5
MANNINGS,P000002946,458.1
WELLCOME,P000002947,549.4
JASONS,P000002947,499
WATSONS,P000002947,499
MANNINGS,P000002947,499
WELLCOME,P000003170,299
PARKNSHOP,P000003170,299
JASONS,P000003170,299
WATSONS,P000003170,315.8
MANNINGS,P000003170,317.5
WELLCOME,P000003171,226.6
PARKNSHOP,P000003171,279
JASONS,P000003171,279
MANNINGS,P000003171,279
WELLCOME,P000003172,248
PARKNSHOP,P000003172,248
JASONS,P000003172,197.4
WATSONS,P000003172,248
MANNINGS,P000003172,186.6
WELLCOME,P000003173,199
PARKNSHOP,P000003173,199
JASONS,P000003173,199
WATSONS,P000003173,199
MANNINGS,P000003173,199
WELLCOME,P000004878,345
PARKNSHOP,P000004878,382.6
WATSONS,P000004878,345
MANNINGS,P000004878,345
WELLCOME,P000004879,332
PARKNSHOP,P000004879,312
JASONS,P000004879,286
WATSONS,P000004879,362
MANNINGS,P000004879,332
WELLCOME,P000004880,283
PARKNSHOP,P000004880,265
JASONS,P000004880,252.4
WATSONS,P000004880,283
MANNINGS,P000004880,283
WELLCOME,P000004881,249.8
PARKNSHOP,P000004881,217
JASONS,P000004881,235
WATSONS,P000004881,187.7
MANNINGS,P000004881,235
WELLCOME,P000003177,265
PARKNSHOP,P000003177,280
JASONS,P000003177,265
WATSONS,P000003177,265
MANNINGS,P000003177,265
WELLCOME,P000003030,255
PARKNSHOP,P000003030,255
JASONS,P000003030,255
WATSONS,P000003030,255
MANNINGS,P000003030,255
WELLCOME,P000003175,274.6
PARKNSHOP,P000003175,255
JASONS,P000003175,255
WATSONS,P000003175,255
MANNINGS,P000003175,255
WELLCOME,P000002420,252.1
JASONS,P000002420,226
WATSONS,P000001667,198
MANNINGS,P000001667,150.1
WELLCOME,P000001405,279
JASONS,P000001405,279
WATSONS,P000001405,279
MANNINGS,P000001405,230.3
WELLCOME,P000001786,279
JASONS,P000001786,279
WATSONS,P000001786,279
WELLCOME,P000001005,119.3
PARKNSHOP,P000001005,105
JASONS,P000001005,105
WATSONS,P000001005,105
WELLCOME,P000002116,108
PARKNSHOP,P000002116,137.2
JASONS,P000002116,108
WATSONS,P000002116,120
MANNINGS,P000002116,94.9
PARKNSHOP,P000001018,109.5
WATSONS,P000001018,109.5
MANNINGS,P000001018,109.5
WATSONS,P000000932,275
MANNINGS,P000000932,254.6
WELLCOME,P000000870,99
PARKNSHOP,P000000870,99
JASONS,P000000870,99
WATSONS,P000000870,99
WELLCOME,P000003130,100.7
PARKNSHOP,P000003130,149.9
JASONS,P000003130,127.4
WATSONS,P000003130,131
MANNINGS,P000003130,95
WELLCOME,P000000884,129.9
PARKNSHOP,P000000884,129.9
JASONS,P000000884,129.9
WATSONS,P000000884,129.9
WATSONS,P000001061,230.8
WELLCOME,P000002673,169
PARKNSHOP,P000002673,168
JASONS,P000002673,169
WELLCOME,P000002672,149
PARKNSHOP,P000002672,148
JASONS,P000002672,149
WATSONS,P000002672,167
MANNINGS,P000002672,149
WELLCOME,P000000869,108
PARKNSHOP,P000000869,108.8
JASONS,P000000869,108
WATSONS,P000000869,108.8
MANNINGS,P000000869,109
PARKNSHOP,P000001072,194.7
WATSONS,P000001072,194.7
MANNINGS,P000001072,179
WELLCOME,P000000907,88.3
JASONS,P000000907,101.2
WELLCOME,P000002994,138.9
PARKNSHOP,P000002994,138.9
JASONS,P000002994,104.7
WATSONS,P000002994,138.9
MANNINGS,P000002994,152.3
WELLCOME,p000000607,147.9
PARKNSHOP,p000000607,129.9
JASONS,p000000607,138.8
WATSONS,p000000607,129.9
MANNINGS,p000000607,129.9
PARKNSHOP,P000001685,241.9
WATSONS,P000001685,175.4
MANNINGS,P000001685,241.9
WELLCOME,P000002671,139
PARKNSHOP,P000002671,138
JASONS,P000002671,139
WATSONS,P000002671,146.2
MANNINGS,P000002671,139
WELLCOME,P000001012,103.4
PARKNSHOP,P000001012,120.9
JASONS,P000001012,135.3
WATSONS,P000001012,136.3
WELLCOME,P000001013,228
PARKNSHOP,P000001013,228
JASONS,P000001013,228
WATSONS,P000001013,261.7
MANNINGS,P000001013,261.2
WELLCOME,P000002153,275
PARKNSHOP,P000002153,290.9
JASONS,P000002153,275
WATSONS,P000002153,275
MANNINGS,P000002153,275
WELLCOME,P000001573,149
JASONS,P000001573,149
WATSONS,P000001573,149
WATSONS,P000002586,59.8
MANNINGS,P000002586,68
WATSONS,P000003642,63.1
MANNINGS,P000003188,50
PARKNSHOP,P000003644,58
WATSONS,P000003644,48.3
PARKNSHOP,P000003640,58
JASONS,P000003640,58
WATSONS,P000003640,66.3
MANNINGS,P000003640,56
PARKNSHOP,P000004120,35
WATSONS,P000004120,35
PARKNSHOP,P000004125,29.9
WATSONS,P000004125,17.4
PARKNSHOP,P000004116,29.9
WATSONS,P000004116,23
WELLCOME,P000002760,29.9
PARKNSHOP,P000002760,31
JASONS,P000002760,29.9
WATSONS,P000002760,29.9
MANNINGS,P000002760,28
WATSONS,P000004121,22.5
MANNINGS,P000004121,28
WELLCOME,P000004118,51.1
JASONS,P000004118,68
PARKNSHOP,P000004122,55
MANNINGS,P000004122,50
PARKNSHOP,P000004133,51.9
MANNINGS,P000004133,52
PARKNSHOP,P000004130,27.3
WATSONS,P000004130,33.4
WELLCOME,P000004124,31
PARKNSHOP,P000004124,36.9
JASONS,P000004124,36.9
WATSONS,P000004124,36.9
PARKNSHOP,P000004131,36.9
WATSONS,P000004131,29.5
WATSONS,P000004126,21.2
MANNINGS,P000001910,135
AEON,P000001910,135
WELLCOME,P000002268,145
JASONS,P000002268,145
MANNINGS,P000002268,145
AEON,P000002268,145
WELLCOME,P000001894,145
JASONS,P000001894,145
MANNINGS,P000001894,145
AEON,P000001894,145
WELLCOME,P000001895,118.9
JASONS,P000001895,145
MANNINGS,P000001895,145
AEON,P000001895,157.5
AEON,P000002810,74.9
AEON,P000002811,114.3
PARKNSHOP,P000003002,61
WATSONS,P000003002,61
MANNINGS,P000003002,61
AEON,P000003002,54.9
PARKNSHOP,P000003003,143
WATSONS,P000003003,108.8
MANNINGS,P000003003,143
AEON,P000003003,130.5
PARKNSHOP,P000003004,169
WATSONS,P000003004,169
MANNINGS,P000003004,169
WELLCOME,P000003005,155
PARKNSHOP,P000003005,155
JASONS,P000003005,162.8
WATSONS,P000003005,155
MANNINGS,P000003005,155
WELLCOME,P000003006,155
PARKNSHOP,P000003006,155
JASONS,P000003006,137.6
WATSONS,P000003006,155
AEON,P000003006,139.5
WELLCOME,P000003187,101.7
PARKNSHOP,P000003187,132
JASONS,P000003187,132
WATSONS,P000003187,146.8
MANNINGS,P000003187,147.1
PARKNSHOP,P000003115,175
WATSONS,P000003115,134.4
WATSONS,P000003117,194
PARKNSHOP,P000003118,175
WATSONS,P000003118,133.1
MANNINGS,P000003118,175
WELLCOME,P000003164,94.3
PARKNSHOP,P000003164,109.9
JASONS,P000003164,109.9
WATSONS,P000003164,94.8
WELLCOME,P000003165,109.9
PARKNSHOP,P000003165,109.9
JASONS,P000003165,109.9
WATSONS,P000003165,109.9
PARKNSHOP,P000003166,67.2
WATSONS,P000003166,89.9
WELLCOME,P000003507,44.2
PARKNSHOP,P000003507,46.2
JASONS,P000003507,44.2
WATSONS,P000003507,42.9
AEON,P000003507,49.2
WELLCOME,P000001416,10
JASONS,P000001416,6.9
WATSONS,P000001416,9.4
PARKNSHOP,P000003329,70
WELLCOME,P000003269,65.9
PARKNSHOP,P000003269,71.6
JASONS,P000003269,65.9
WATSONS,P000003269,65.9
WELLCOME,P000001522,52.9
PARKNSHOP,P000001522,49.4
JASONS,P000001522,52.9
WATSONS,P000001522,52.9
WATSONS,P000003629,104.5
MANNINGS,P000003629,99
AEON,P000003629,78.8
WATSONS,P000003623,95
WATSONS,P000003634,167.2
MANNINGS,P000003634,199
WATSONS,P000003624,150.3
PARKNSHOP,P000003626,136.3
WATSONS,P000003626,115.7
WATSONS,P000003627,89.4
PARKNSHOP,P000003622,108
WATSONS,P000003622,85.3
MANNINGS,P000003622,120
PARKNSHOP,P000004861,51
JASONS,P000004861,51
WATSONS,P000000175,23
WELLCOME,P000004858,10
PARKNSHOP,P000004858,9.3
JASONS,P000004858,10
MANNINGS,P000004858,9.9
WELLCOME,P000000221,24
JASONS,P000000221,24
WATSONS,P000000221,23.9
PARKNSHOP,P000002678,28.9
PARKNSHOP,P000002680,45
WATSONS,P000002680,44
MANNINGS,P000002680,44
WELLCOME,P000000916,38.2
JASONS,P000000916,44.5
WELLCOME,P000000962,38
PARKNSHOP,P000000962,39.9
JASONS,P000000962,38
WATSONS,P000000962,37.9
MANNINGS,P000002679,39
WATSONS,P000000953,23
PARKNSHOP,P000002878,41.9
PARKNSHOP,P000002684,49.5
WATSONS,P000002684,49.5
MANNINGS,P000002684,37
WELLCOME,P000002681,27.9
JASONS,P000002681,27.9
PARKNSHOP,P000001862,31.5
WELLCOME,P000000226,21
JASONS,P000000226,21
WATSONS,P000000226,20.5
PARKNSHOP,P000001865,26.9
WELLCOME,P000000180,8
JASONS,P000000180,6.5
WELLCOME,P000004860,49.9
PARKNSHOP,P000004860,49.9
JASONS,P000004860,49.9
MANNINGS,P000004860,49.9
WELLCOME,P000003479,31
PARKNSHOP,P000003479,28.8
JASONS,P000003479,24
MANNINGS,P000003479,32.9
WELLCOME,P000002688,37
JASONS,P000002688,37
MANNINGS,P000002688,36.9
AEON,P000002688,23.7
PARKNSHOP,P000002687,36.9
WATSONS,P000002687,36.9
MANNINGS,P000002687,36.9
AEON,P000002687,31
WELLCOME,P000003508,46.9
PARKNSHOP,P000003508,46.9
JASONS,P000003508,46.9
WATSONS,P000003508,46.9
PARKNSHOP,P000000816,39.9
